primaryTitle,titleType,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Stuart Little,movie,1999,NA,84,"Adventure,Comedy,Family",5.9,123895
Tombstone,movie,1993,NA,130,"Action,Biography,Drama",7.8,123656
Capote,movie,2005,NA,114,"Biography,Crime,Drama",7.3,123653
The Break-Up,movie,2006,NA,106,"Comedy,Drama,Romance",5.8,123650
Winterfell,tvEpisode,2019,NA,54,"Action,Adventure,Drama",7.5,123528
Wallace & Gromit: The Curse of the Were-Rabbit,movie,2005,NA,85,"Adventure,Animation,Comedy",7.4,123515
The Campaign,movie,2012,NA,85,Comedy,6.1,123327
Deep Blue Sea,movie,1999,NA,105,"Action,Adventure,Sci-Fi",5.9,123244
Escape from New York,movie,1981,NA,99,"Action,Adventure,Sci-Fi",7.2,123192
The Monuments Men,movie,2014,NA,118,"Comedy,Drama,History",6.1,123165
Æon Flux,movie,2005,NA,93,"Action,Adventure,Sci-Fi",5.5,123124
Freaky Friday,movie,2003,NA,97,"Comedy,Family,Fantasy",6.2,123002
Teen Wolf,tvSeries,2011,2017,41,"Action,Drama,Fantasy",7.6,122994
Identity Thief,movie,2013,NA,111,"Comedy,Crime,Drama",5.7,122782
The Hours,movie,2002,NA,110,"Drama,Romance",7.5,122702
Man on the Moon,movie,1999,NA,118,"Biography,Comedy,Drama",7.4,122574
Boyz n the Hood,movie,1991,NA,112,"Crime,Drama",7.8,122557
Killer Elite,movie,2011,NA,116,"Action,Thriller",6.4,122549
The Great Wall,movie,2016,NA,103,"Action,Adventure,Fantasy",5.9,122470
Matchstick Men,movie,2003,NA,116,"Comedy,Crime,Drama",7.3,122404
Hollow Man,movie,2000,NA,112,"Action,Horror,Sci-Fi",5.8,122245
8MM,movie,1999,NA,123,"Crime,Drama,Mystery",6.5,122029
"Hail, Caesar!",movie,2016,NA,106,"Comedy,Drama,Music",6.3,121946
Accepted,movie,2006,NA,93,Comedy,6.4,121931
Labyrinth,movie,1986,NA,101,"Adventure,Family,Fantasy",7.4,121762
How to Get Away with Murder,tvSeries,2014,2020,43,"Crime,Drama,Mystery",8.1,121745
John Q,movie,2002,NA,116,"Crime,Drama,Thriller",7.1,121665
Scream 3,movie,2000,NA,116,"Horror,Mystery",5.6,121538
Awakenings,movie,1990,NA,121,"Biography,Drama",7.8,121470
About Schmidt,movie,2002,NA,125,"Comedy,Drama",7.1,121365
The Lost Boys,movie,1987,NA,97,"Comedy,Horror",7.3,121322
The Princess and the Frog,movie,2009,NA,97,"Adventure,Animation,Comedy",7.1,121270
Jack Ryan: Shadow Recruit,movie,2014,NA,105,"Action,Drama,Thriller",6.2,121259
Big Trouble in Little China,movie,1986,NA,99,"Action,Adventure,Comedy",7.3,121152
Daybreakers,movie,2009,NA,98,"Action,Adventure,Fantasy",6.4,121130
J. Edgar,movie,2011,NA,137,"Biography,Drama,Romance",6.5,121122
Max Payne,movie,2008,NA,100,"Action,Crime,Drama",5.4,121093
Eragon,movie,2006,NA,104,"Action,Adventure,Family",5.1,120929
Sicario: Day of the Soldado,movie,2018,NA,122,"Action,Adventure,Crime",7.1,120853
Life as We Know It,movie,2010,NA,115,"Comedy,Drama,Romance",6.5,120811
Tenet,movie,2020,NA,150,"Action,Sci-Fi",7.8,120796
Ozymandias,tvEpisode,2013,NA,48,"Crime,Drama,Thriller",10,120776
Get Hard,movie,2015,NA,100,"Comedy,Crime",6,120658
Savages,movie,2012,NA,131,"Crime,Drama,Thriller",6.5,120489
Doubt,movie,2008,NA,104,"Drama,Mystery",7.5,120125
In the Heart of the Sea,movie,2015,NA,122,"Action,Adventure,Biography",6.9,120047
Rambo III,movie,1988,NA,102,"Action,Adventure",5.8,120006
In the Mood for Love,movie,2000,NA,98,"Drama,Romance",8.1,119993
The Watch,movie,2012,NA,102,"Comedy,Sci-Fi",5.7,119983
Rebecca,movie,1940,NA,130,"Drama,Mystery,Romance",8.1,119980
Pleasantville,movie,1998,NA,124,"Comedy,Drama,Fantasy",7.5,119850
The Bounty Hunter,movie,2010,NA,110,"Action,Comedy,Romance",5.6,119784
"Planes, Trains & Automobiles",movie,1987,NA,93,"Comedy,Drama",7.6,119737
Glory,movie,1989,NA,122,"Biography,Drama,History",7.8,119732
Charlie's Angels: Full Throttle,movie,2003,NA,106,"Action,Adventure,Comedy",4.9,119712
The Score,movie,2001,NA,124,"Action,Crime,Drama",6.8,119588
Highlander,movie,1986,NA,116,"Action,Adventure,Fantasy",7.1,119507
Kiki's Delivery Service,movie,1989,NA,103,"Adventure,Animation,Drama",7.8,118968
The Crown,tvSeries,2016,NA,58,"Drama,History",8.7,118900
Hall Pass,movie,2011,NA,105,"Comedy,Romance",5.8,118822
Johnny English Reborn,movie,2011,NA,101,"Action,Adventure,Comedy",6.3,118505
Hairspray,movie,2007,NA,117,"Comedy,Drama,Musical",6.6,118407
Six Feet Under,tvSeries,2001,2005,55,"Comedy,Drama",8.7,118373
My Big Fat Greek Wedding,movie,2002,NA,95,"Comedy,Drama,Romance",6.5,118361
Wild,movie,2014,NA,115,"Biography,Drama",7.1,118317
Evolution,movie,2001,NA,101,"Comedy,Sci-Fi",6.1,118281
Australia,movie,2008,NA,165,"Adventure,Comedy,Drama",6.6,118182
"Love, Rosie",movie,2014,NA,102,"Comedy,Romance",7.2,118140
The Parent Trap,movie,1998,NA,128,"Adventure,Comedy,Drama",6.5,118129
The Big Sick,movie,2017,NA,120,"Comedy,Drama,Romance",7.5,118095
Escape from Alcatraz,movie,1979,NA,112,"Action,Biography,Crime",7.6,118083
Bronson,movie,2008,NA,92,"Action,Biography,Crime",7.1,118059
Cliffhanger,movie,1993,NA,113,"Action,Adventure,Thriller",6.4,117904
Shanghai Noon,movie,2000,NA,110,"Action,Adventure,Comedy",6.6,117832
Carnage,movie,2011,NA,80,"Comedy,Drama",7.2,117815
Tremors,movie,1990,NA,96,"Comedy,Horror",7.1,117800
Outbreak,movie,1995,NA,127,"Action,Drama,Thriller",6.6,117715
Luther,tvSeries,2010,2019,60,"Crime,Drama,Mystery",8.5,117699
The Fresh Prince of Bel-Air,tvSeries,1990,1996,22,Comedy,7.9,117593
Safety Not Guaranteed,movie,2012,NA,86,"Comedy,Drama,Romance",7,117549
The Exorcism of Emily Rose,movie,2005,NA,119,"Drama,Horror,Thriller",6.7,117539
The Firm,movie,1993,NA,154,"Drama,Mystery,Thriller",6.8,117483
Casper,movie,1995,NA,100,"Comedy,Family,Fantasy",6.1,117461
The Time Machine,movie,2002,NA,96,"Action,Adventure,Sci-Fi",6,117396
Irréversible,movie,2002,NA,97,"Crime,Drama,Mystery",7.4,117262
The Bodyguard,movie,1992,NA,129,"Action,Drama,Music",6.3,117027
Ransom,movie,1996,NA,121,"Action,Crime,Thriller",6.7,116837
Outlander,tvSeries,2014,NA,64,"Drama,Fantasy,Romance",8.4,116804
Infernal Affairs,movie,2002,NA,101,"Action,Crime,Drama",8,116643
Star Trek: First Contact,movie,1996,NA,111,"Action,Adventure,Drama",7.6,116380
Blended,movie,2014,NA,117,"Comedy,Romance",6.5,116328
The Ballad of Buster Scruggs,movie,2018,NA,133,"Comedy,Drama,Musical",7.3,116306
The Prince of Egypt,movie,1998,NA,99,"Adventure,Animation,Drama",7.1,116302
What Lies Beneath,movie,2000,NA,130,"Drama,Fantasy,Horror",6.6,116280
The Kingdom,movie,2007,NA,110,"Action,Drama,Thriller",7,116273
Flags of Our Fathers,movie,2006,NA,135,"Action,Adventure,Drama",7.1,116236
White Collar,tvSeries,2009,2014,40,"Comedy,Crime,Drama",8.2,116188
R.I.P.D.,movie,2013,NA,96,"Action,Adventure,Comedy",5.6,116180
Friday the 13th,movie,1980,NA,95,"Horror,Mystery,Thriller",6.5,116087
The Strangers,movie,2008,NA,86,"Horror,Thriller",6.2,116043
NCIS,tvSeries,2003,NA,60,"Action,Crime,Drama",7.8,115881
13 Hours,movie,2016,NA,144,"Action,Drama,History",7.3,115651
Babe,movie,1995,NA,91,"Comedy,Drama,Family",6.8,115355
The 6th Day,movie,2000,NA,123,"Action,Mystery,Sci-Fi",5.9,115326
The Brothers Grimm,movie,2005,NA,118,"Action,Adventure,Comedy",5.9,114953
Oculus,movie,2013,NA,104,"Horror,Mystery",6.5,114942
Bill & Ted's Excellent Adventure,movie,1989,NA,90,"Adventure,Comedy,Music",7,114930
The Phantom of the Opera,movie,2004,NA,143,"Drama,Musical,Romance",7.2,114890
Bad Boys for Life,movie,2020,NA,124,"Action,Comedy,Crime",6.6,114879
The 13th Warrior,movie,1999,NA,102,"Action,Adventure,History",6.6,114830
Margin Call,movie,2011,NA,107,"Drama,Thriller",7.1,114810
Nymphomaniac: Vol. I,movie,2013,NA,117,Drama,6.9,114750
Mallrats,movie,1995,NA,94,"Comedy,Romance",7.1,114746
Sex and the City,movie,2008,NA,145,"Comedy,Drama,Romance",5.6,114743
Aliens vs. Predator: Requiem,movie,2007,NA,94,"Action,Adventure,Fantasy",4.7,114589
Malcolm in the Middle,tvSeries,2000,2006,22,"Comedy,Family",8,114563
American Dad!,tvSeries,2005,NA,22,"Animation,Comedy",7.3,114560
Antichrist,movie,2009,NA,108,"Drama,Horror",6.6,114523
Robin Hood: Men in Tights,movie,1993,NA,104,"Adventure,Comedy,Musical",6.7,114444
This Is England,movie,2006,NA,101,"Crime,Drama",7.7,114431
Smallville,tvSeries,2001,2011,60,"Adventure,Drama,Romance",7.5,114401
Vice,movie,2018,NA,132,"Biography,Comedy,Drama",7.2,114398
Luke Cage,tvSeries,2016,2018,55,"Action,Crime,Drama",7.3,114208
If I Stay,movie,2014,NA,107,"Drama,Fantasy,Music",6.7,114166
Y Tu Mamá También,movie,2001,NA,106,Drama,7.6,114021
House of Wax,movie,2005,NA,113,"Horror,Thriller",5.3,113907
Mr. Bean's Holiday,movie,2007,NA,90,"Comedy,Family",6.4,113642
The Nun,movie,2018,NA,96,"Horror,Mystery,Thriller",5.3,113634
Halloween,movie,2018,NA,106,"Crime,Horror,Thriller",6.5,113627
Priest,movie,2011,NA,87,"Action,Horror,Thriller",5.7,113623
The Predator,movie,2018,NA,107,"Action,Adventure,Sci-Fi",5.3,113621
Empire of the Sun,movie,1987,NA,153,"Action,Drama,History",7.7,113600
Jennifer's Body,movie,2009,NA,102,"Comedy,Horror",5.2,113383
Saw V,movie,2008,NA,92,"Horror,Mystery",5.8,113373
Funny People,movie,2009,NA,146,"Comedy,Drama",6.3,113229
Nerve,movie,2016,NA,96,"Adventure,Crime,Drama",6.5,113213
One Hour Photo,movie,2002,NA,96,"Drama,Thriller",6.8,113188
Desperate Housewives,tvSeries,2004,2012,45,"Comedy,Drama,Mystery",7.5,113140
Wild Hogs,movie,2007,NA,100,"Action,Adventure,Comedy",5.8,113080
Leaving Las Vegas,movie,1995,NA,111,"Drama,Romance",7.5,112944
Stalker,movie,1979,NA,162,"Drama,Sci-Fi",8.2,112860
The Raid 2,movie,2014,NA,150,"Action,Crime,Thriller",8,112453
Carol,movie,2015,NA,118,"Drama,Romance",7.2,112451
Valentine's Day,movie,2010,NA,125,"Comedy,Romance",5.7,112440
Scary Movie 4,movie,2006,NA,83,"Comedy,Horror",5.1,112335
Let Me In,movie,2010,NA,116,"Drama,Fantasy,Horror",7.1,112330
Lights Out,movie,2016,NA,81,"Drama,Horror,Mystery",6.3,112243
The Meaning of Life,movie,1983,NA,107,"Comedy,Musical",7.5,112180
City of Angels,movie,1998,NA,114,"Drama,Fantasy,Romance",6.7,112172
Twins,movie,1988,NA,107,"Comedy,Crime",6.1,112145
Parker,movie,2013,NA,118,"Action,Crime,Thriller",6.2,111995
Ghost World,movie,2001,NA,111,"Comedy,Drama",7.3,111874
Police Academy,movie,1984,NA,96,Comedy,6.7,111871
TRON,movie,1982,NA,96,"Action,Adventure,Sci-Fi",6.8,111809
Journey to the Center of the Earth,movie,2008,NA,93,"Action,Adventure,Family",5.8,111743
Iron Fist,tvSeries,2017,2018,55,"Action,Adventure,Crime",6.5,111665
Neighbors 2: Sorority Rising,movie,2016,NA,92,Comedy,5.7,111653
Red Eye,movie,2005,NA,85,Thriller,6.4,111601
Pay It Forward,movie,2000,NA,123,Drama,7.2,111586
Tears of the Sun,movie,2003,NA,121,"Action,Drama,Thriller",6.6,111499
Bad Moms,movie,2016,NA,100,Comedy,6.2,111454
From Paris with Love,movie,2010,NA,92,"Action,Adventure,Crime",6.5,111298
Barton Fink,movie,1991,NA,116,"Comedy,Drama,Thriller",7.7,111287
Dirty Grandpa,movie,2016,NA,102,Comedy,5.9,111180
The Visit,movie,2015,NA,94,"Horror,Mystery,Thriller",6.2,111153
Star Trek II: The Wrath of Khan,movie,1982,NA,113,"Action,Adventure,Sci-Fi",7.7,111097
Revenge,tvSeries,2011,2015,44,"Drama,Mystery,Thriller",7.8,111096
A Walk Among the Tombstones,movie,2014,NA,114,"Action,Crime,Drama",6.5,110967
Any Given Sunday,movie,1999,NA,162,"Drama,Sport",6.9,110947
Nebraska,movie,2013,NA,115,"Adventure,Comedy,Drama",7.7,110925
Flushed Away,movie,2006,NA,85,"Adventure,Animation,Comedy",6.6,110906
The Call,movie,2013,NA,96,"Crime,Drama,Horror",6.7,110713
T2 Trainspotting,movie,2017,NA,117,Drama,7.2,110581
The Giver,movie,2014,NA,97,"Drama,Romance,Sci-Fi",6.5,110550
Fullmetal Alchemist: Brotherhood,tvSeries,2009,2012,24,"Action,Adventure,Animation",9.1,110431
National Lampoon's Animal House,movie,1978,NA,109,Comedy,7.5,110300
Something's Gotta Give,movie,2003,NA,128,"Comedy,Drama,Romance",6.7,110277
The Crazies,movie,2010,NA,101,"Horror,Thriller",6.5,110216
Dragon Ball Z,tvSeries,1996,2003,24,"Action,Adventure,Animation",8.7,110062
Water for Elephants,movie,2011,NA,122,"Drama,Romance",6.9,110033
30 Rock,tvSeries,2006,2013,22,Comedy,8.2,109918
The Kid,movie,1921,NA,68,"Comedy,Drama,Family",8.3,109895
The Host,movie,2013,NA,125,"Action,Adventure,Drama",5.9,109863
Anastasia,movie,1997,NA,94,"Adventure,Animation,Drama",7.2,109682
Ran,movie,1985,NA,162,"Action,Drama,War",8.2,109601
Brothers,movie,2009,NA,105,"Action,Drama,Thriller",7.1,109594
Dawn of the Dead,movie,1978,NA,127,"Action,Adventure,Horror",7.9,109546
Rang De Basanti,movie,2006,NA,167,"Comedy,Drama",8.2,109506
Ghost Rider: Spirit of Vengeance,movie,2011,NA,96,"Action,Fantasy,Thriller",4.3,109420
Catwoman,movie,2004,NA,104,"Action,Crime,Fantasy",3.4,109336
Once,movie,2007,NA,86,"Drama,Music,Romance",7.8,109330
Step Up,movie,2006,NA,104,"Crime,Drama,Music",6.5,109262
Jeepers Creepers,movie,2001,NA,90,"Horror,Mystery",6.2,109151
Lie to Me,tvSeries,2009,2011,43,"Crime,Drama,Mystery",8,109139
The Faculty,movie,1998,NA,104,"Horror,Sci-Fi",6.5,109115
Freddy vs. Jason,movie,2003,NA,97,"Action,Horror",5.7,109055
The Dreamers,movie,2003,NA,115,"Drama,Romance",7.2,108968
Annabelle: Creation,movie,2017,NA,109,"Horror,Mystery,Thriller",6.5,108891
Judge Dredd,movie,1995,NA,96,"Action,Crime,Sci-Fi",5.6,108880
The Whole Nine Yards,movie,2000,NA,98,"Comedy,Crime",6.7,108803
Miami Vice,movie,2006,NA,132,"Action,Crime,Thriller",6,108796
Percy Jackson: Sea of Monsters,movie,2013,NA,106,"Adventure,Family,Fantasy",5.8,108738
Charlie Wilson's War,movie,2007,NA,102,"Biography,Comedy,Drama",7,108731
Trance,movie,2013,NA,101,"Crime,Drama,Mystery",6.9,108694
Bicentennial Man,movie,1999,NA,132,"Comedy,Drama,Sci-Fi",6.9,108693
The Way Back,movie,2010,NA,133,"Adventure,Drama,History",7.3,108470
Death at a Funeral,movie,2007,NA,90,Comedy,7.4,108319
The Nutty Professor,movie,1996,NA,95,"Comedy,Romance,Sci-Fi",5.6,108168
The Life of David Gale,movie,2003,NA,130,"Crime,Drama,Thriller",7.6,108037
Rat Race,movie,2001,NA,112,"Action,Adventure,Comedy",6.4,107607
Grimm,tvSeries,2011,2017,45,"Crime,Drama,Fantasy",7.8,107606
The Jacket,movie,2005,NA,103,"Drama,Fantasy,Mystery",7.1,107503
Halloween,movie,2007,NA,109,Horror,6.1,107448
Phantom Thread,movie,2017,NA,130,"Drama,Romance",7.5,107434
They Live,movie,1988,NA,94,"Action,Horror,Sci-Fi",7.3,107191
Wrong Turn,movie,2003,NA,84,"Horror,Thriller",6.1,107096
Lee Daniels' The Butler,movie,2013,NA,132,"Biography,Drama",7.2,107063
Top Gear,tvSeries,2002,NA,60,"Adventure,Comedy,Reality-TV",8.7,106956
Yesterday,movie,2019,NA,116,"Comedy,Fantasy,Music",6.8,106769
House of Flying Daggers,movie,2004,NA,119,"Action,Adventure,Drama",7.5,106735
Spy Kids,movie,2001,NA,88,"Action,Adventure,Comedy",5.5,106698
Wild Things,movie,1998,NA,108,"Crime,Drama,Mystery",6.5,106538
Seeking a Friend for the End of the World,movie,2012,NA,101,"Adventure,Comedy,Drama",6.7,106464
Pirate Radio,movie,2009,NA,135,"Comedy,Drama,Music",7.4,106377
Field of Dreams,movie,1989,NA,107,"Drama,Family,Fantasy",7.5,106321
The Old Guard,movie,2020,NA,125,"Action,Adventure,Fantasy",6.7,106271
Street Kings,movie,2008,NA,109,"Action,Crime,Drama",6.8,106265
Sex Tape,movie,2014,NA,94,"Comedy,Romance",5.1,106155
The Fall,movie,2006,NA,117,"Adventure,Drama,Fantasy",7.9,106105
Only God Forgives,movie,2013,NA,90,"Action,Crime,Drama",5.7,105877
Hostage,movie,2005,NA,113,"Action,Crime,Drama",6.6,105857
Men of Honor,movie,2000,NA,129,"Biography,Drama",7.2,105676
The Best Offer,movie,2013,NA,131,"Crime,Drama,Mystery",7.8,105670
The Boss Baby,movie,2017,NA,97,"Adventure,Animation,Comedy",6.3,105639
Entrapment,movie,1999,NA,113,"Action,Crime,Romance",6.3,105586
Julie & Julia,movie,2009,NA,123,"Biography,Drama,Romance",7,105518
Homefront,movie,2013,NA,100,"Action,Crime,Thriller",6.5,105515
Coyote Ugly,movie,2000,NA,100,"Comedy,Drama,Music",5.7,105398
Beverly Hills Cop II,movie,1987,NA,100,"Action,Comedy,Crime",6.5,105389
Two Weeks Notice,movie,2002,NA,101,"Comedy,Romance",6.1,105350
A Scanner Darkly,movie,2006,NA,100,"Animation,Crime,Drama",7.1,105340
Doom,movie,2005,NA,105,"Action,Horror,Sci-Fi",5.2,105335
Pompeii,movie,2014,NA,105,"Action,Adventure,Drama",5.5,105307
Across the Universe,movie,2007,NA,133,"Drama,Fantasy,History",7.3,105227
The Omen,movie,1976,NA,111,Horror,7.5,105191
Little Fockers,movie,2010,NA,98,"Comedy,Romance",5.5,105142
Final Destination 5,movie,2011,NA,92,"Horror,Thriller",5.8,104980
Mr. Smith Goes to Washington,movie,1939,NA,129,"Comedy,Drama",8.1,104951
Out of the Furnace,movie,2013,NA,116,"Action,Crime,Drama",6.8,104948
The Jackal,movie,1997,NA,124,"Action,Crime,Drama",6.4,104946
Gothika,movie,2003,NA,98,"Horror,Mystery,Thriller",5.8,104933
The Skeleton Key,movie,2005,NA,104,"Drama,Horror,Mystery",6.5,104896
Push,movie,2009,NA,111,"Action,Sci-Fi,Thriller",6.1,104704
A Single Man,movie,2009,NA,99,"Drama,Romance",7.6,104639
My Cousin Vinny,movie,1992,NA,120,"Comedy,Crime",7.6,104615
Coherence,movie,2013,NA,89,"Drama,Mystery,Sci-Fi",7.2,104496
End of Days,movie,1999,NA,122,"Action,Fantasy,Horror",5.8,104450
Just Friends,movie,2005,NA,96,"Comedy,Romance",6.2,104425
Burnt,movie,2015,NA,101,"Comedy,Drama",6.6,104384
Precious,movie,2009,NA,110,Drama,7.3,104381
Little Children,movie,2006,NA,137,"Comedy,Drama,Romance",7.5,104358
Men in Black: International,movie,2019,NA,114,"Action,Adventure,Comedy",5.6,104329
BoJack Horseman,tvSeries,2014,2020,25,"Animation,Comedy,Drama",8.7,104255
The Mountain II,movie,2016,NA,135,"Action,Drama,War",8.8,104101
The Amityville Horror,movie,2005,NA,90,Horror,6,103888
Bridget Jones: The Edge of Reason,movie,2004,NA,108,"Comedy,Drama,Romance",6,103686
The Host,movie,2006,NA,120,"Action,Drama,Horror",7.1,103686
The Naked Gun 2½: The Smell of Fear,movie,1991,NA,85,"Comedy,Crime",6.9,103595
Swiss Army Man,movie,2016,NA,97,"Comedy,Drama,Fantasy",7,103582
Sex and the City,tvSeries,1998,2004,30,"Comedy,Drama,Romance",7.1,103545
Pacific Rim: Uprising,movie,2018,NA,111,"Action,Adventure,Sci-Fi",5.6,103522
Dil Bechara,movie,2020,NA,101,"Comedy,Drama,Romance",7.2,103509
Exam,movie,2009,NA,101,"Mystery,Thriller",6.8,103448
Bend It Like Beckham,movie,2002,NA,112,"Comedy,Drama,Romance",6.6,103327
Caddyshack,movie,1980,NA,98,"Comedy,Sport",7.3,103304
Sixteen Candles,movie,1984,NA,93,"Comedy,Romance",7.1,103277
Skyscraper,movie,2018,NA,102,"Action,Adventure,Thriller",5.8,103275
Talk to Her,movie,2002,NA,112,"Drama,Mystery,Romance",7.9,103139
Patch Adams,movie,1998,NA,115,"Biography,Comedy,Drama",6.8,102980
Lagaan: Once Upon a Time in India,movie,2001,NA,224,"Adventure,Drama,Musical",8.1,102976
Home Alone 3,movie,1997,NA,102,"Action,Comedy,Crime",4.5,102902
The Good Place,tvSeries,2016,2020,22,"Comedy,Drama,Fantasy",8.2,102866
Safe Haven,movie,2013,NA,115,"Drama,Romance,Thriller",6.7,102766
The Queen,movie,2006,NA,103,"Biography,Drama,History",7.3,102752
August Rush,movie,2007,NA,114,"Drama,Music",7.5,102522
The Man Who Wasn't There,movie,2001,NA,116,"Crime,Drama",7.5,102508
Hannibal Rising,movie,2007,NA,121,"Adventure,Crime,Drama",6.2,102475
The Manchurian Candidate,movie,2004,NA,129,"Drama,Mystery,Sci-Fi",6.6,102451
National Lampoon's Van Wilder,movie,2002,NA,92,"Comedy,Romance",6.4,102336
Get the Gringo,movie,2012,NA,96,"Action,Crime,Drama",7,102306
Serendipity,movie,2001,NA,90,"Comedy,Romance",6.9,102300
The Diving Bell and the Butterfly,movie,2007,NA,112,"Biography,Drama",8,102261
The Newsroom,tvSeries,2012,2014,55,Drama,8.6,102235
Eraser,movie,1996,NA,115,"Action,Drama,Thriller",6.1,102224
The Sum of All Fears,movie,2002,NA,124,"Action,Drama,Thriller",6.4,102202
Paycheck,movie,2003,NA,119,"Action,Mystery,Sci-Fi",6.3,102156
The Other Boleyn Girl,movie,2008,NA,115,"Biography,Drama,History",6.7,102154
The Three Musketeers,movie,2011,NA,110,"Action,Adventure,Fantasy",5.7,102041
Atlantis: The Lost Empire,movie,2001,NA,95,"Action,Adventure,Animation",6.9,101977
The Mexican,movie,2001,NA,123,"Adventure,Comedy,Crime",6.1,101899
Safe,movie,2012,NA,94,"Action,Crime,Thriller",6.5,101858
Stoker,movie,2013,NA,99,"Drama,Mystery,Thriller",6.8,101804
The Wolfman,movie,2010,NA,103,"Drama,Fantasy,Horror",5.8,101800
Frost/Nixon,movie,2008,NA,122,"Biography,Drama,History",7.7,101674
The Iron Lady,movie,2011,NA,105,"Biography,Drama",6.4,101519
Mortal Engines,movie,2018,NA,128,"Action,Adventure,Fantasy",6.1,101427
The Family Man,movie,2000,NA,125,"Comedy,Drama,Fantasy",6.8,101414
Paul Blart: Mall Cop,movie,2009,NA,91,"Action,Comedy,Crime",5.2,101331
The Edge of Seventeen,movie,2016,NA,104,"Comedy,Drama",7.3,101313
Weeds,tvSeries,2005,2012,28,"Comedy,Crime,Drama",7.9,101300
Ride Along,movie,2014,NA,99,"Action,Comedy,Crime",6.2,101295
Patriot Games,movie,1992,NA,117,"Action,Thriller",6.9,101269
Death Becomes Her,movie,1992,NA,104,"Comedy,Fantasy,Horror",6.6,101166
Mirrors,movie,2008,NA,110,"Horror,Mystery",6.2,101121
Hellraiser,movie,1987,NA,94,"Horror,Thriller",7,101070
What Dreams May Come,movie,1998,NA,113,"Drama,Fantasy,Romance",7.1,101065
Epic Movie,movie,2007,NA,86,"Adventure,Comedy",2.4,101051
Sweet Home Alabama,movie,2002,NA,108,"Comedy,Romance",6.2,100920
Meet the Spartans,movie,2008,NA,87,Comedy,2.8,100781
Tenacious D in the Pick of Destiny,movie,2006,NA,93,"Adventure,Comedy,Music",6.8,100641
The Forbidden Kingdom,movie,2008,NA,104,"Action,Adventure,Fantasy",6.6,100537
Creed II,movie,2018,NA,130,"Drama,Sport",7.1,100445
Dancer in the Dark,movie,2000,NA,140,"Crime,Drama,Musical",8,100397
Okja,movie,2017,NA,120,"Action,Adventure,Drama",7.3,100384
All the President's Men,movie,1976,NA,138,"Biography,Drama,History",8,100320
Power Rangers,movie,2017,NA,124,"Action,Adventure,Sci-Fi",5.9,100266
Run All Night,movie,2015,NA,114,"Action,Crime,Drama",6.6,100246
The Basketball Diaries,movie,1995,NA,102,"Biography,Crime,Drama",7.3,100219
Couples Retreat,movie,2009,NA,113,Comedy,5.5,100180
Mortal Kombat,movie,1995,NA,101,"Action,Adventure,Fantasy",5.8,100136
Super Size Me,movie,2004,NA,100,Documentary,7.2,100133
Maverick,movie,1994,NA,127,"Action,Adventure,Comedy",7,100127
Repo Men,movie,2010,NA,111,"Action,Sci-Fi,Thriller",6.3,100074
The Rundown,movie,2003,NA,104,"Action,Adventure,Comedy",6.7,100059
Treasure Planet,movie,2002,NA,95,"Adventure,Animation,Family",7.2,100054
Brick,movie,2005,NA,110,"Action,Crime,Drama",7.3,100036
Saw VI,movie,2009,NA,90,"Horror,Mystery",6,100027
Sense and Sensibility,movie,1995,NA,136,"Drama,Romance",7.6,100023
Eraserhead,movie,1977,NA,89,"Fantasy,Horror",7.4,99993
The Lucky One,movie,2012,NA,101,"Drama,Mystery,Romance",6.5,99918
The X Files,movie,1998,NA,121,"Drama,Mystery,Sci-Fi",7,99864
Rescue Dawn,movie,2006,NA,120,"Action,Biography,Drama",7.3,99804
Where the Wild Things Are,movie,2009,NA,101,"Adventure,Drama,Family",6.7,99787
Filth,movie,2013,NA,97,"Comedy,Crime,Drama",7.1,99767
Frequency,movie,2000,NA,118,"Crime,Drama,Mystery",7.3,99760
Elementary,tvSeries,2012,2019,60,"Crime,Drama,Mystery",7.9,99746
The Good Dinosaur,movie,2015,NA,93,"Adventure,Animation,Comedy",6.7,99700
The Name of the Rose,movie,1986,NA,130,"Crime,Drama,Mystery",7.7,99655
Crimson Tide,movie,1995,NA,116,"Action,Drama,Thriller",7.3,99643
101 Dalmatians,movie,1996,NA,103,"Adventure,Comedy,Crime",5.7,99638
The Two Popes,movie,2019,NA,125,"Biography,Comedy,Drama",7.6,99623
Ready or Not,movie,2019,NA,95,"Comedy,Horror,Mystery",6.8,99337
Mr. Bean,tvSeries,1990,1995,25,"Comedy,Family",8.5,99274
Curb Your Enthusiasm,tvSeries,2000,NA,28,Comedy,8.7,99243
Willow,movie,1988,NA,126,"Action,Adventure,Drama",7.3,99205
Faster,movie,2010,NA,98,"Action,Crime,Drama",6.4,99182
Marie Antoinette,movie,2006,NA,123,"Biography,Drama,History",6.4,99162
Dinner for Schmucks,movie,2010,NA,114,Comedy,5.9,99035
Shanghai Knights,movie,2003,NA,114,"Action,Adventure,Comedy",6.2,99028
Epic,movie,2013,NA,102,"Adventure,Animation,Family",6.7,98722
Attack the Block,movie,2011,NA,88,"Action,Adventure,Comedy",6.6,98478
Alpha Dog,movie,2006,NA,122,"Biography,Crime,Drama",6.9,98434
Fright Night,movie,2011,NA,106,"Comedy,Horror",6.3,98405
Movie 43,movie,2013,NA,94,Comedy,4.3,98335
