primaryTitle,titleType,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Dark Crimes,movie,2016,NA,92,"Crime,Drama,Thriller",4.8,13837
Infini,movie,2015,NA,110,"Horror,Sci-Fi,Thriller",5.4,13833
The Wizard,movie,1989,NA,96,"Adventure,Comedy,Drama",6.1,13830
6 Bullets,movie,2012,NA,115,"Action,Crime,Drama",6.1,13830
Lion of the Desert,movie,1980,NA,173,"Biography,Drama,History",8.4,13828
Subway,movie,1985,NA,104,Thriller,6.6,13827
Daniel the Wizard,movie,2004,NA,81,"Comedy,Crime,Fantasy",1.8,13825
The Big White,movie,2005,NA,100,"Comedy,Crime,Drama",6.4,13824
For Your Consideration,movie,2006,NA,86,Comedy,6.3,13823
The Big Kahuna,movie,1999,NA,90,"Comedy,Drama",6.6,13821
2 Days in New York,movie,2012,NA,96,"Comedy,Drama,Romance",6,13813
12,movie,2007,NA,159,"Crime,Drama,Thriller",7.7,13811
Death Wish 3,movie,1985,NA,92,"Action,Crime,Drama",5.9,13809
The New Batman Adventures,tvSeries,1997,1999,30,"Action,Adventure,Animation",8.5,13808
Holy Smoke,movie,1999,NA,115,"Comedy,Drama",5.9,13807
I Want You,movie,2012,NA,120,"Drama,Romance",6.9,13805
The Big C,tvSeries,2010,2013,30,"Comedy,Drama",8.1,13802
American Outlaws,movie,2001,NA,94,"Action,Western",6,13800
One Crazy Summer,movie,1986,NA,93,"Comedy,Romance",6.5,13796
Tiny Furniture,movie,2010,NA,98,"Comedy,Drama,Romance",6.2,13796
Kesari,movie,2019,NA,150,"Action,Drama,History",7.4,13791
Night Shift,movie,1982,NA,106,Comedy,6.6,13781
Sidewalls,movie,2011,NA,95,"Comedy,Drama",7.5,13781
Resolution,movie,2012,NA,93,"Drama,Horror,Mystery",6.4,13780
The Unknown Woman,movie,2006,NA,118,"Drama,Mystery,Thriller",7.4,13773
Just One of the Guys,movie,1985,NA,100,"Comedy,Romance",6.5,13772
Bless the Child,movie,2000,NA,107,"Crime,Drama,Horror",5.1,13772
Running on Empty,movie,1988,NA,116,"Crime,Drama,Music",7.7,13769
Factotum,movie,2005,NA,94,"Comedy,Drama,Romance",6.6,13754
Creation,movie,2009,NA,108,"Biography,Drama,Romance",6.7,13753
Mr. India,movie,1987,NA,179,"Action,Comedy,Drama",7.8,13747
Above the Rim,movie,1994,NA,96,"Crime,Drama,Sport",6.6,13747
The Woman in Red,movie,1984,NA,87,"Comedy,Romance",6,13746
The Adversary,tvEpisode,2016,NA,57,"Drama,Mystery,Sci-Fi",8.9,13745
Sorry We Missed You,movie,2019,NA,101,Drama,7.6,13745
Thunderheart,movie,1992,NA,119,"Crime,Mystery,Thriller",6.8,13744
Cats & Dogs: The Revenge of Kitty Galore,movie,2010,NA,82,"Action,Comedy,Family",4.3,13739
A United Kingdom,movie,2016,NA,111,"Biography,Drama,History",6.8,13738
The Grove,tvEpisode,2014,NA,42,"Drama,Horror,Thriller",9.2,13734
Mr 3000,movie,2004,NA,104,"Comedy,Drama,Romance",5.5,13732
The Wedding Banquet,movie,1993,NA,106,"Comedy,Drama,Romance",7.6,13731
Dynasty,tvSeries,2017,NA,42,Drama,7.3,13731
Year of the Dragon,movie,1985,NA,134,"Action,Crime,Drama",6.9,13730
Knock Off,movie,1998,NA,91,"Action,Crime,Thriller",4.9,13727
Who's Singin' Over There?,movie,1980,NA,86,"Adventure,Comedy,Drama",8.9,13725
Maniac Cop,movie,1988,NA,85,"Action,Crime,Horror",6,13725
Keeping Up Appearances,tvSeries,1990,1995,60,Comedy,7.8,13722
How to Be a Latin Lover,movie,2017,NA,115,"Comedy,Drama",6,13713
Open House,tvEpisode,2011,NA,47,"Crime,Drama,Thriller",8.1,13712
Head Over Heels,movie,2001,NA,86,"Comedy,Mystery,Romance",5.5,13709
Breaking In,movie,2018,NA,88,"Action,Crime,Drama",5.4,13709
A Late Quartet,movie,2012,NA,105,"Drama,Music",7.1,13700
Zero Effect,movie,1998,NA,116,"Comedy,Crime,Drama",6.9,13693
The Abeer Color,movie,2009,NA,140,"Crime,Drama,Thriller",8.1,13691
Faking It,tvSeries,2014,2016,21,"Comedy,Drama,Romance",7.4,13688
Bandslam,movie,2009,NA,111,"Comedy,Drama,Family",6.3,13683
Pilot,tvEpisode,1990,NA,94,"Crime,Drama,Mystery",8.9,13680
Bottled Appetites,tvEpisode,2019,NA,59,"Action,Adventure,Fantasy",8.5,13680
Slackers,movie,2002,NA,86,"Comedy,Romance",5.4,13668
Bug,tvEpisode,2011,NA,47,"Crime,Drama,Thriller",8.9,13668
Life Unexpected,tvSeries,2010,2011,60,Drama,7.5,13656
High Heels,movie,1991,NA,112,"Comedy,Drama,Romance",7.1,13655
Little Man Tate,movie,1991,NA,99,Drama,6.6,13654
American Ninja,movie,1985,NA,95,"Action,Adventure,Romance",5.5,13653
The Baytown Outlaws,movie,2012,NA,98,"Action,Comedy,Crime",6.4,13652
Return to Paradise,movie,1998,NA,111,"Drama,Romance,Thriller",6.9,13651
Lymelife,movie,2008,NA,95,"Comedy,Drama,Romance",6.9,13651
The Promised Neverland,tvSeries,2019,NA,30,"Adventure,Animation,Drama",8.7,13648
Return of the Living Dead III,movie,1993,NA,97,Horror,5.9,13646
Sorority Boys,movie,2002,NA,93,Comedy,5.5,13644
Smilla's Sense of Snow,movie,1997,NA,121,"Crime,Drama,Mystery",6.4,13643
Summer Rental,movie,1985,NA,87,Comedy,6.3,13642
Before the Rain,movie,1994,NA,113,"Drama,War",8,13638
The Doom Generation,movie,1995,NA,83,"Comedy,Crime,Drama",6.2,13637
Unforgettable,movie,2017,NA,100,"Drama,Thriller",5.1,13636
Faust,movie,1926,NA,107,"Drama,Fantasy,Horror",8.1,13635
"Chapter Two: Trick or Treat, Freak",tvEpisode,2017,NA,56,"Drama,Fantasy,Horror",8.4,13629
Over,tvEpisode,2009,NA,47,"Crime,Drama,Thriller",8.6,13627
Future Diary,tvSeries,2011,2013,25,"Action,Animation,Drama",7.6,13626
A Dog's Way Home,movie,2019,NA,96,"Adventure,Drama,Family",6.7,13622
Mediterraneo,movie,1991,NA,96,"Comedy,Drama,War",7.5,13621
The Brown Bunny,movie,2003,NA,93,Drama,5,13614
Dragon,movie,2011,NA,115,"Action,Crime,Drama",7.1,13613
Pretty Much Dead Already,tvEpisode,2011,NA,43,"Drama,Horror,Thriller",9.3,13612
Bad Boys,movie,1983,NA,123,"Crime,Drama,Thriller",7.2,13607
After You've Gone,tvEpisode,2014,NA,54,"Crime,Drama,Mystery",9.2,13604
eps1.0_hellofriend.mov,tvEpisode,2015,NA,62,"Crime,Drama,Thriller",9.3,13603
Imagine That,movie,2009,NA,107,"Comedy,Drama,Family",5.6,13601
Post Grad,movie,2009,NA,88,"Comedy,Romance",5.3,13600
Young & Hungry,tvSeries,2014,2018,22,"Comedy,Drama,Romance",7.4,13597
Parallels,movie,2015,NA,83,"Action,Sci-Fi",6.1,13597
Mulk,movie,2018,NA,140,Drama,6.8,13596
Love and Other Disasters,movie,2006,NA,90,"Comedy,Drama,Romance",6.2,13594
The Killing Room,movie,2009,NA,93,"Mystery,Thriller",5.7,13592
Richard III,movie,1995,NA,110,"Drama,Sci-Fi,War",7.4,13591
Friendship,movie,2008,NA,145,"Comedy,Drama,Romance",6.5,13591
Critters 2,movie,1988,NA,86,"Comedy,Horror,Sci-Fi",5.5,13590
Highlander,tvSeries,1992,1998,60,"Action,Adventure,Fantasy",7.2,13584
Missing in Action,movie,1984,NA,101,"Action,Adventure,Drama",5.5,13581
Thirty-Eight Snub,tvEpisode,2011,NA,60,"Crime,Drama,Thriller",8.3,13575
Border,movie,1997,NA,176,"Action,Drama,History",7.9,13573
Contrapasso,tvEpisode,2016,NA,56,"Drama,Mystery,Sci-Fi",8.7,13568
Baby Boom,movie,1987,NA,110,"Comedy,Drama,Romance",6.3,13567
Garam Masala,movie,2005,NA,146,"Comedy,Romance",6.7,13567
Snow Falling on Cedars,movie,1999,NA,127,"Drama,Mystery,Romance",6.7,13565
Fun Size,movie,2012,NA,86,"Adventure,Comedy",5.4,13562
The Wiz,movie,1978,NA,134,"Adventure,Family,Fantasy",5.4,13561
Eyyvah Eyvah 2,movie,2011,NA,106,Comedy,6.6,13561
Gabriel,movie,2007,NA,114,"Action,Fantasy,Horror",5.6,13559
The American Friend,movie,1977,NA,128,"Crime,Drama,Mystery",7.4,13557
The Black Donnellys,tvSeries,2007,NA,60,"Crime,Drama",8.1,13554
Replicant,movie,2001,NA,100,"Action,Sci-Fi,Thriller",5.4,13548
Problem Dog,tvEpisode,2011,NA,47,"Crime,Drama,Thriller",8.9,13544
Revanche,movie,2008,NA,121,"Crime,Drama,Romance",7.5,13543
The Package,movie,2018,NA,94,"Comedy,Thriller",5.5,13540
Chapter Seven: The Bite,tvEpisode,2019,NA,55,"Drama,Fantasy,Horror",8.8,13538
Trees Lounge,movie,1996,NA,95,"Comedy,Drama",7.1,13533
Ghost in the Shell 2.0,movie,2008,NA,83,"Action,Adventure,Animation",8,13533
Homeward Bound II: Lost in San Francisco,movie,1996,NA,88,"Adventure,Comedy,Family",6,13528
Look Away,movie,2018,NA,103,"Drama,Fantasy,Horror",5.9,13527
Death in Paradise,tvSeries,2011,NA,60,"Comedy,Crime,Drama",7.8,13526
The Life Before Her Eyes,movie,2007,NA,90,"Drama,Fantasy,Mystery",6.3,13524
Green Street Hooligans 2,movie,2009,NA,94,"Crime,Drama,Sport",4.8,13516
The Dawn Wall,movie,2017,NA,100,"Biography,Documentary,Sport",8.1,13514
Battlestar Galactica,tvSeries,1978,1979,60,"Action,Adventure,Sci-Fi",7.2,13506
Frequencies,movie,2013,NA,105,"Mystery,Romance,Sci-Fi",6.8,13506
Total Rickall,tvEpisode,2015,NA,22,"Adventure,Animation,Comedy",9.6,13504
Rare Species,tvEpisode,2019,NA,59,"Action,Adventure,Fantasy",8.3,13499
Chapter Five: Dig Dug,tvEpisode,2017,NA,58,"Drama,Fantasy,Horror",8.9,13495
Dickie Roberts: Former Child Star,movie,2003,NA,98,Comedy,5.6,13493
Pardes,movie,1997,NA,191,"Drama,Musical,Romance",7,13491
Exposed,movie,2016,NA,102,"Crime,Drama,Mystery",4.3,13488
The Mick,tvSeries,2017,2018,30,Comedy,7.8,13488
Kaho Naa... Pyaar Hai,movie,2000,NA,172,"Action,Romance,Thriller",6.9,13486
3 Women,movie,1977,NA,124,"Drama,Mystery,Thriller",7.8,13476
The Stuff,movie,1985,NA,87,"Comedy,Horror,Sci-Fi",5.9,13473
The Great Muppet Caper,movie,1981,NA,97,"Adventure,Comedy,Crime",7.2,13471
Special OPS,tvSeries,2020,NA,49,"Action,Thriller",8.6,13471
Dreamscape,movie,1984,NA,99,"Action,Adventure,Horror",6.3,13469
The Apartment,movie,1996,NA,116,"Drama,Mystery,Romance",7.4,13468
Bride of Re-Animator,movie,1990,NA,96,"Comedy,Horror,Sci-Fi",6.3,13466
Chapter Three: The Case of the Missing Lifeguard,tvEpisode,2019,NA,49,"Drama,Fantasy,Horror",8.4,13464
Phantom,movie,2013,NA,98,"Drama,History,Thriller",5.9,13463
Blue Jay,movie,2016,NA,80,"Drama,Romance",7.3,13462
Open Windows,movie,2014,NA,100,"Crime,Mystery,Thriller",5.2,13457
Foul Play,movie,1978,NA,116,"Comedy,Mystery,Thriller",6.8,13455
Superman: The Animated Series,tvSeries,1996,2000,30,"Action,Adventure,Animation",8.1,13454
Heaven's Gate,movie,1980,NA,219,"Adventure,Drama,Western",6.8,13451
Diary of a Mad Black Woman,movie,2005,NA,116,"Comedy,Drama,Romance",5.8,13449
The Great Buck Howard,movie,2008,NA,90,"Adventure,Comedy,Drama",6.4,13444
Some Kind of Beautiful,movie,2014,NA,99,"Comedy,Romance",5.7,13433
The Man with the Iron Heart,movie,2017,NA,120,"Action,Biography,Thriller",6.4,13433
Cecil B. Demented,movie,2000,NA,87,"Comedy,Crime,Thriller",6.3,13431
Ready to Rumble,movie,2000,NA,107,"Comedy,Sport",5.4,13431
The Broken Landlord,movie,1985,NA,101,"Comedy,Drama",8.7,13430
Kin,movie,2018,NA,102,"Action,Adventure,Crime",5.8,13426
Even Stevens,tvSeries,2000,2003,30,"Comedy,Family",7.6,13425
Gypsy,tvSeries,2017,2017,51,"Drama,Thriller",6.9,13424
The Angry Beavers,tvSeries,1997,2001,30,"Animation,Comedy,Family",7.2,13415
I'm the Angel of Death: Pusher III,movie,2005,NA,108,"Crime,Drama,Thriller",7.3,13415
The Death of Mr. Lazarescu,movie,2005,NA,153,"Comedy,Drama",7.9,13407
The Lucky Ones,movie,2008,NA,115,"Comedy,Drama,War",6.9,13407
Will You Marry Me?,movie,2004,NA,163,"Comedy,Drama,Musical",6.7,13395
Moonlight Mile,movie,2002,NA,117,"Drama,Romance",6.6,13393
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,movie,2003,NA,68,"Action,Adventure,Animation",7.8,13383
Animal Crackers,movie,1930,NA,97,"Comedy,Musical",7.5,13378
Sugar & Spice,movie,2001,NA,81,"Comedy,Crime",5.7,13377
Green Light,tvEpisode,2010,NA,47,"Crime,Drama,Thriller",8.3,13367
Zoey 101,tvSeries,2005,2008,30,"Comedy,Drama,Family",6.1,13366
Chapter Three: The Pollywog,tvEpisode,2017,NA,51,"Drama,Fantasy,Horror",8.7,13366
The Blue Angel,movie,1930,NA,104,"Drama,Music",7.7,13364
Dead Man on Campus,movie,1998,NA,96,Comedy,6.1,13363
Used Cars,movie,1980,NA,113,Comedy,6.8,13355
We're Back! A Dinosaur's Story,movie,1993,NA,72,"Adventure,Animation,Comedy",6.1,13353
Bitch Slap,movie,2009,NA,109,"Action,Comedy,Crime",4.4,13350
The Business,movie,2005,NA,97,"Crime,Drama,Thriller",6.7,13348
The Fury,movie,1978,NA,118,"Horror,Sci-Fi",6.4,13344
"Welcome Home, Roscoe Jenkins",movie,2008,NA,104,"Comedy,Romance",5.5,13339
Amen.,movie,2002,NA,132,"Biography,Crime,Drama",7.2,13334
TPB AFK: The Pirate Bay Away from Keyboard,movie,2013,NA,85,Documentary,7.5,13329
The Heir Apparent: Largo Winch,movie,2008,NA,108,"Action,Adventure,Thriller",6.5,13322
Out of Time,tvEpisode,2015,NA,42,"Action,Adventure,Drama",9.7,13317
7 Days in Entebbe,movie,2018,NA,107,"Action,Drama,History",5.8,13315
Up Close & Personal,movie,1996,NA,124,"Drama,Romance",6.2,13314
Hasee Toh Phasee,movie,2014,NA,141,"Comedy,Romance",6.8,13313
The Tiger and the Snow,movie,2005,NA,114,"Comedy,Drama,Romance",7.1,13312
Pootie Tang,movie,2001,NA,81,"Action,Adventure,Comedy",5.3,13308
Gotti,movie,2018,NA,112,"Biography,Crime,Drama",4.8,13307
Clockstoppers,movie,2002,NA,94,"Action,Adventure,Comedy",5.2,13300
Miss Fisher's Murder Mysteries,tvSeries,2012,2015,60,"Crime,Drama,Mystery",8.3,13296
Black Water,movie,2007,NA,90,"Action,Adventure,Drama",5.9,13288
Read My Lips,movie,2001,NA,115,"Crime,Drama,Romance",7.3,13286
Bordello of Blood,movie,1996,NA,87,"Comedy,Fantasy,Horror",5.4,13278
Night of the Demons,movie,1988,NA,90,"Comedy,Fantasy,Horror",6.2,13277
Katy Perry: Part of Me,movie,2012,NA,93,"Documentary,Music",5.9,13275
Treme,tvSeries,2010,2013,59,"Drama,Music",8.2,13272
Before a Fall,tvEpisode,2019,NA,47,"Action,Adventure,Fantasy",8.6,13271
Pecker,movie,1998,NA,87,"Comedy,Drama",6.3,13255
Berlin Calling,movie,2008,NA,100,"Comedy,Drama,Music",7.3,13254
Summer Storm,movie,2004,NA,98,"Comedy,Drama,Romance",7.2,13254
Just Wright,movie,2010,NA,101,"Comedy,Romance,Sport",5.9,13253
Ordinary Decent Criminal,movie,2000,NA,93,"Comedy,Crime",6.4,13250
Womb,movie,2010,NA,111,"Drama,Romance,Sci-Fi",6.4,13248
The Town That Dreaded Sundown,movie,2014,NA,86,"Horror,Mystery,Thriller",5.6,13247
The Apostle,movie,1997,NA,134,Drama,7.2,13246
Still Walking,movie,2008,NA,115,Drama,8,13245
Interview,movie,2007,NA,84,Drama,6.8,13244
Good Newwz,movie,2019,NA,134,Comedy,7,13243
Eye for an Eye,movie,1996,NA,101,"Crime,Drama,Thriller",6.2,13241
A,tvEpisode,2014,NA,42,"Drama,Horror,Thriller",9.2,13241
Astérix and Obélix: God Save Britannia,movie,2012,NA,110,"Adventure,Comedy,Family",5.3,13240
Mrs. Brown,movie,1997,NA,101,"Biography,Drama,History",7.2,13237
Aqua Teen Hunger Force Colon Movie Film for Theaters,movie,2007,NA,86,"Action,Adventure,Animation",6.7,13235
Brickleberry,tvSeries,2012,2015,22,"Animation,Comedy",7.4,13230
Christine,movie,2016,NA,119,"Biography,Drama",6.9,13229
The Amazing Race,tvSeries,2001,NA,60,"Adventure,Family,Game-Show",7.6,13223
Diabolique,movie,1996,NA,107,"Drama,Horror,Mystery",5.5,13222
Chinese Puzzle,movie,2013,NA,117,"Comedy,Drama,Romance",7,13221
Mars,tvSeries,2016,2018,60,"Adventure,Drama,Sci-Fi",7.5,13208
Growing Pains,tvSeries,1985,1992,30,"Comedy,Family",6.6,13207
I Love You to Death,movie,1990,NA,97,"Comedy,Crime",6.4,13207
The Aura,movie,2005,NA,134,"Crime,Drama,Thriller",7.2,13207
Thappad,movie,2020,NA,142,Drama,6.9,13207
Fallen,movie,2016,NA,91,"Drama,Fantasy,Romance",5.4,13204
I See You,tvEpisode,2010,NA,47,"Crime,Drama,Thriller",8.8,13196
The Young Ones,tvSeries,1982,1984,410,Comedy,8.2,13194
Primeval,tvSeries,2007,2011,60,"Action,Adventure,Drama",7.3,13194
Polisse,movie,2011,NA,127,"Crime,Drama",7.3,13194
The Slammin' Salmon,movie,2009,NA,99,Comedy,6.4,13187
Iron Eagle,movie,1986,NA,117,"Action,Thriller,War",5.5,13185
The Reluctant Fundamentalist,movie,2012,NA,130,"Drama,Thriller",6.9,13184
Alpha and Omega,movie,2010,NA,90,"Adventure,Animation,Comedy",5.2,13180
Far Cry,movie,2008,NA,95,"Action,Adventure,Sci-Fi",3.1,13179
Alice,movie,1990,NA,106,"Comedy,Romance",6.6,13176
Broken,movie,2012,NA,91,"Drama,Romance",7.3,13174
Once Bitten,movie,1985,NA,94,"Comedy,Drama,Fantasy",5.5,13173
Cadillac Man,movie,1990,NA,97,"Comedy,Crime",5.7,13173
The Rider,movie,2017,NA,104,"Drama,Western",7.4,13169
Half Light,movie,2006,NA,110,"Drama,Horror,Mystery",6,13166
The Clearing,movie,2004,NA,95,"Drama,Mystery,Thriller",5.8,13165
I Am Wrath,movie,2016,NA,92,"Action,Crime,Drama",5.4,13165
Revenge of the Nerds II: Nerds in Paradise,movie,1987,NA,88,Comedy,5.2,13164
TaleSpin,tvSeries,1990,1991,30,"Action,Adventure,Animation",7.6,13163
Elvira: Mistress of the Dark,movie,1988,NA,96,"Comedy,Horror",6.6,13159
(T)Raumschiff Surprise - Periode 1,movie,2004,NA,87,"Comedy,Sci-Fi",5.4,13155
Valley Girl,movie,1983,NA,99,"Comedy,Romance",6.4,13154
Simply Irresistible,movie,1999,NA,96,"Comedy,Drama,Fantasy",5.3,13154
Young Adam,movie,2003,NA,98,"Crime,Drama",6.4,13151
Chapter Four: Will the Wise,tvEpisode,2017,NA,46,"Drama,Fantasy,Horror",8.7,13150
Night Hunter,movie,2018,NA,98,"Action,Crime,Drama",5.9,13148
XXY,movie,2007,NA,86,"Drama,Romance",7.1,13144
What the #$*! Do We (K)now!?,movie,2004,NA,109,"Comedy,Documentary,Drama",5.3,13142
Drowning Mona,movie,2000,NA,96,"Comedy,Crime,Mystery",5.7,13140
The Seventh Sign,movie,1988,NA,97,"Drama,Fantasy,Horror",5.9,13134
"Silent Night, Deadly Night",movie,1984,NA,79,"Horror,Thriller",5.9,13133
Versailles,tvSeries,2015,2018,52,"Biography,Drama,History",7.9,13133
Between the Time,tvEpisode,2020,NA,69,"Crime,Drama,Mystery",9.6,13132
I.F.T.,tvEpisode,2010,NA,47,"Crime,Drama,Thriller",8.5,13129
Satya,movie,1998,NA,170,"Action,Crime,Drama",8.2,13126
Chapter Six: E Pluribus Unum,tvEpisode,2019,NA,59,"Drama,Fantasy,Horror",8.7,13125
S. Darko,movie,2009,NA,103,"Drama,Mystery,Sci-Fi",3.6,13114
A Touch of Spice,movie,2003,NA,108,"Comedy,Drama",7.5,13113
The Last Black Man in San Francisco,movie,2019,NA,121,Drama,7.4,13112
Monty Python Live at the Hollywood Bowl,movie,1982,NA,77,"Comedy,Documentary,Musical",7.9,13107
A Home at the End of the World,movie,2004,NA,97,"Drama,Romance",6.7,13107
The Sea of Trees,movie,2015,NA,110,"Drama,Fantasy,Mystery",6.1,13104
Emperor,movie,2012,NA,107,"Drama,History,War",6.5,13097
Auto Focus,movie,2002,NA,105,"Biography,Crime,Drama",6.6,13095
With Honors,movie,1994,NA,101,"Comedy,Drama",6.7,13094
North,movie,1994,NA,87,"Adventure,Comedy,Drama",4.5,13092
Caballo sin Nombre,tvEpisode,2010,NA,47,"Crime,Drama,Thriller",8.7,13091
Heaven & Earth,movie,1993,NA,140,"Action,Biography,Drama",6.8,13090
Total Eclipse,movie,1995,NA,111,"Biography,Drama,Romance",6.6,13089
Tanu Weds Manu,movie,2011,NA,113,"Comedy,Drama,Romance",6.8,13089
Kafkaesque,tvEpisode,2010,NA,47,"Crime,Drama,Thriller",8.5,13087
A Futile and Stupid Gesture,movie,2018,NA,101,"Biography,Comedy",6.8,13082
Safe,movie,1995,NA,119,Drama,7.2,13073
Ashoka the Great,movie,2001,NA,176,"Action,Biography,Drama",6.5,13073
The Sapphires,movie,2012,NA,103,"Biography,Comedy,Drama",7,13070
The Brink,tvSeries,2015,2015,30,Comedy,7.8,13070
Kim Bok-nam salinsageonui jeonmal,movie,2010,NA,115,"Drama,Horror,Thriller",7.3,13067
Johnny Dangerously,movie,1984,NA,90,"Comedy,Crime",6.5,13066
Moms' Night Out,movie,2014,NA,98,Comedy,5.4,13066
Franklin & Bash,tvSeries,2011,2014,60,"Comedy,Crime,Drama",7.6,13062
NewsRadio,tvSeries,1995,1999,23,"Comedy,Romance",7.9,13057
Girl on the Bridge,movie,1999,NA,90,"Comedy,Drama,Romance",7.6,13057
The Dangerous Lives of Altar Boys,movie,2002,NA,104,"Comedy,Drama",7,13056
Casshern,movie,2004,NA,142,"Action,Sci-Fi",6.1,13045
Marley,movie,2012,NA,144,"Biography,Documentary,Music",8,13045
Urban Cowboy,movie,1980,NA,132,"Drama,Romance,Western",6.4,13043
Phantasm II,movie,1988,NA,97,"Action,Fantasy,Horror",6.5,13043
Bigger Stronger Faster*,movie,2008,NA,105,"Documentary,Sport",7.6,13041
Newness,movie,2017,NA,117,"Drama,Romance",6.4,13040
Final Analysis,movie,1992,NA,124,"Drama,Thriller",5.9,13036
Horse Girl,movie,2020,NA,103,"Drama,Mystery,Thriller",5.9,13035
Me and You,movie,2004,NA,142,"Comedy,Drama,Romance",7,13034
Chapter Five: The Flayed,tvEpisode,2019,NA,51,"Drama,Fantasy,Horror",8.6,13034
Reba,tvSeries,2001,2007,30,"Comedy,Drama",6.5,13027
Rob-B-Hood,movie,2006,NA,136,"Action,Adventure,Comedy",6.6,13016
The Shrine,movie,2010,NA,85,Horror,5.5,13016
Atlas Shrugged: Part I,movie,2011,NA,97,"Drama,Mystery,Sci-Fi",5.6,13010
Heyy Babyy,movie,2007,NA,144,"Comedy,Drama",6,13007
Cornered,tvEpisode,2011,NA,47,"Crime,Drama,Thriller",8.5,13006
Love Is All You Need,movie,2012,NA,116,"Comedy,Drama,Romance",6.5,13004
Right at Your Door,movie,2006,NA,96,"Drama,Sci-Fi,Thriller",6.1,12997
Gangster No. 1,movie,2000,NA,103,"Crime,Drama,Thriller",6.8,12996
Thunderbirds,movie,2004,NA,95,"Action,Adventure,Comedy",4.3,12992
To the Forest of Firefly Lights,movie,2011,NA,45,"Animation,Drama,Fantasy",7.9,12992
Hell Fest,movie,2018,NA,89,"Horror,Thriller",5.5,12991
The Den,movie,2013,NA,76,"Horror,Mystery,Thriller",6,12988
Khuda Haafiz,movie,2020,NA,133,"Action,Drama,Thriller",7.2,12987
Vampire Hunter D,movie,1985,NA,80,"Action,Animation,Fantasy",7.2,12985
Are You Afraid of the Dark?,tvSeries,1990,2000,30,"Drama,Family,Fantasy",8.2,12983
Bob Roberts,movie,1992,NA,102,"Comedy,Drama",7,12983
Ashes of Time,movie,1994,NA,100,"Action,Drama",7.2,12981
Area 51,movie,2015,NA,91,"Horror,Mystery,Sci-Fi",4.2,12980
The Last Circus,movie,2010,NA,107,"Comedy,Drama,Horror",6.5,12980
Jabberwocky,movie,1977,NA,105,"Adventure,Comedy,Fantasy",6.2,12979
Batman: Gotham by Gaslight,movie,2018,NA,78,"Action,Adventure,Animation",6.7,12977
Insomnia,movie,1997,NA,96,"Crime,Mystery,Thriller",7.3,12976
In the Company of Men,movie,1997,NA,97,"Comedy,Drama",7.2,12974
We Have a Pope,movie,2011,NA,102,"Comedy,Drama",6.7,12961
Abiquiu,tvEpisode,2010,NA,47,"Crime,Drama,Thriller",8.5,12959
Romeo Is Bleeding,movie,1993,NA,110,"Crime,Drama,Romance",6.6,12958
Mondays in the Sun,movie,2002,NA,113,"Comedy,Drama",7.6,12956
RRRrrrr!!!,movie,2004,NA,98,"Adventure,Comedy,Crime",5.9,12946
Side by Side,movie,2012,NA,99,Documentary,7.6,12944
Another Stakeout,movie,1993,NA,108,"Comedy,Crime",5.6,12941
Jagged Edge,movie,1985,NA,108,"Drama,Mystery,Thriller",6.5,12940
Jaane Bhi Do Yaaro,movie,1983,NA,132,"Comedy,Drama",8.4,12922
Sweet Sixteen,movie,2002,NA,106,"Crime,Drama",7.4,12921
The Crime of Padre Amaro,movie,2002,NA,118,"Drama,Romance",6.7,12916
Kill Command,movie,2016,NA,99,"Action,Horror,Sci-Fi",5.7,12915
Housefull 2,movie,2012,NA,145,"Action,Comedy,Musical",5.2,12911
Evening,movie,2007,NA,117,"Drama,Romance",6.5,12910
Finding Vivian Maier,movie,2013,NA,83,"Biography,Documentary,Mystery",7.7,12902
Sunshine,movie,1999,NA,181,"Drama,History,Romance",7.5,12901
Love Potion No. 9,movie,1992,NA,92,"Comedy,Fantasy,Romance",5.7,12897
The Private Lives of Pippa Lee,movie,2009,NA,98,"Comedy,Drama,Romance",6.4,12895
